npi,specialty_description,nppes_provider_state,total_rx,patient_volume,pct_first_line,pct_innovative,pct_dpp4,pct_legacy,pct_insulin,pct_tzd,care_gap_score,innovation_score
1689936213,Family Practice,AR,186.0,11.0,0.1881720430107527,0.2580645161290322,0.1397849462365591,0.1774193548387097,0.2365591397849462,0.0,2.19998830863356,0.2580645161290322
1750571956,Internal Medicine,GA,218.0,29.0,0.3073394495412844,0.2844036697247706,0.0871559633027523,0.1559633027522936,0.0871559633027523,0.0779816513761468,0.7910422022805957,0.2844036697247706
1861605362,Advanced Heart Failure and Transplant Cardiology,MI,121.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1588127708,Nurse Practitioner,TX,24.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407011539,Internal Medicine,NY,97.0,14.0,0.4536082474226804,0.5463917525773195,0.0,0.0,0.0,0.0,0.0,0.5463917525773195
1568689156,Family Practice,FL,249.0,18.0,0.2590361445783132,0.3674698795180723,0.0,0.1325301204819277,0.2409638554216867,0.0,1.4418548988857391,0.3674698795180723
1629100268,Internal Medicine,IN,3727.0,715.0,0.2538234504963778,0.17064663268044,0.2396028977730077,0.0399785350147571,0.288167426884894,0.0077810571505232,1.292806745992873,0.17064663268044
1346772530,Family Practice,CA,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972515591,Cardiology,PA,90.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1720375389,Pediatric Medicine,MS,274.0,37.0,0.4525547445255474,0.4014598540145985,0.0,0.0437956204379562,0.1021897810218978,0.0,0.3225799323636978,0.4014598540145985
1972543692,Family Practice,CT,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255626636,Family Practice,MI,287.0,55.0,0.4076655052264808,0.1777003484320557,0.0975609756097561,0.1777003484320557,0.0871080139372822,0.0522648083623693,0.6495710561804008,0.1777003484320557
1275641136,Internal Medicine,SC,261.0,38.0,0.3448275862068966,0.4980842911877394,0.0421455938697318,0.1149425287356321,0.0,0.0,0.3333323666694699,0.4980842911877394
1003239294,Nurse Practitioner,MS,354.0,59.0,0.4745762711864407,0.2598870056497175,0.0367231638418079,0.1581920903954802,0.0706214689265536,0.0,0.4821418412011203,0.2598870056497175
1821735754,Family Practice,ID,32.0,0.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.375
1760456354,Interventional Cardiology,WI,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1750383683,Family Practice,PA,800.0,162.0,0.405,0.06375,0.15625,0.1425,0.2325,0.0,0.9259236396947168,0.06375
1548879901,Pharmacist,WA,36.0,0.0,0.0,0.6944444444444444,0.0,0.0,0.3055555555555556,0.0,305555.5555555556,0.6944444444444444
1841236080,Family Practice,NJ,606.0,128.0,0.4818481848184818,0.2013201320132013,0.0709570957095709,0.1254125412541254,0.1204620462046204,0.0,0.5102729136116929,0.2013201320132013
1336686260,Nurse Practitioner,AZ,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942358841,Family Practice,CA,564.0,168.0,0.3936170212765957,0.0656028368794326,0.0,0.2446808510638297,0.2960992907801418,0.0,1.373870383500467,0.0656028368794326
1790450120,Nurse Practitioner,ME,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720021660,General Practice,TN,693.0,180.0,0.4992784992784992,0.2756132756132756,0.0202020202020202,0.0721500721500721,0.1327561327561327,0.0,0.410403802283714,0.2756132756132756
1679602296,Pediatric Medicine,NM,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760486641,Cardiology,VA,51.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1447279021,Internal Medicine,PA,478.0,99.0,0.5606694560669456,0.1150627615062761,0.0941422594142259,0.1945606694560669,0.0355648535564853,0.0,0.4104470291280599,0.1150627615062761
1043275530,Nurse Practitioner,IN,473.0,50.0,0.3636363636363636,0.266384778012685,0.0,0.0930232558139534,0.2769556025369979,0.0,1.0174390625076946,0.266384778012685
1043201338,Family Practice,WI,244.0,38.0,0.5409836065573771,0.0983606557377049,0.0737704918032786,0.1967213114754098,0.0901639344262295,0.0,0.5303020500477256,0.0983606557377049
1942259676,Internal Medicine,IN,238.0,46.0,0.2983193277310924,0.3865546218487395,0.0,0.0,0.315126050420168,0.0,1.0563344872167897,0.3865546218487395
1003087891,General Practice,CA,14.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871866095,Internal Medicine,MN,420.0,35.0,0.2166666666666666,0.2476190476190476,0.1476190476190476,0.1166666666666666,0.2714285714285714,0.0,1.7912005241294489,0.2476190476190476
1316321748,Nurse Practitioner,TX,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1386807089,Endocrinology,TX,2320.0,712.0,0.2273706896551724,0.1997844827586206,0.0163793103448275,0.1125,0.4392241379310345,0.0047413793103448,2.426529612229952,0.1997844827586206
1194993923,Family Practice,CA,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447874094,Family Practice,HI,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417914870,Physician Assistant,OK,174.0,15.0,0.3160919540229885,0.2816091954022988,0.0689655172413793,0.0,0.3333333333333333,0.0,1.054542118357662,0.2816091954022988
1346325024,Family Practice,CA,319.0,97.0,0.5391849529780565,0.2351097178683385,0.0,0.1880877742946708,0.0376175548589341,0.0,0.4186038747986275,0.2351097178683385
1740728187,Nurse Practitioner,MO,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366472979,Internal Medicine,PA,488.0,37.0,0.2663934426229508,0.1741803278688524,0.040983606557377,0.1905737704918032,0.3278688524590163,0.0,1.94614654061914,0.1741803278688524
1104542877,Nurse Practitioner,CA,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619391364,Nurse Practitioner,IN,725.0,119.0,0.3075862068965517,0.2144827586206896,0.0889655172413793,0.3158620689655172,0.073103448275862,0.0,1.2645698797616016,0.2144827586206896
1568636306,Physician Assistant,GA,203.0,40.0,0.5270935960591133,0.1379310344827586,0.1625615763546798,0.0,0.064039408866995,0.1083743842364532,0.1214950966027606,0.1379310344827586
1043288053,Internal Medicine,MI,115.0,31.0,0.408695652173913,0.0,0.0956521739130434,0.4956521739130435,0.0,0.0,1.212762990048003,0.0
1609105386,Internal Medicine,PA,296.0,63.0,0.6148648648648649,0.1756756756756756,0.0,0.1317567567567567,0.0371621621621621,0.0405405405405405,0.27472482792006,0.1756756756756756
1396010658,Internal Medicine,NC,601.0,128.0,0.2928452579034942,0.4425956738768719,0.0,0.1597337770382695,0.1048252911813644,0.0,0.9034060059829,0.4425956738768719
1043752918,Nurse Practitioner,IL,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1205402427,Physician Assistant,IL,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467538942,Family Practice,PA,586.0,80.0,0.3191126279863481,0.1348122866894198,0.114334470989761,0.0802047781569965,0.3122866894197952,0.0392491467576791,1.2299426698053235,0.1348122866894198
1750894184,Physician Assistant,NV,64.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053727602,Internal Medicine,KY,155.0,26.0,0.535483870967742,0.2064516129032258,0.0967741935483871,0.0774193548387096,0.0838709677419354,0.0,0.3012042567872313,0.2064516129032258
1083292577,Family Practice,OH,22.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336111624,Internal Medicine,NY,348.0,74.0,0.4109195402298851,0.25,0.0517241379310344,0.1063218390804597,0.0316091954022988,0.1494252873563218,0.3356635188048633,0.25
1548226095,Family Practice,NY,137.0,34.0,0.9197080291970804,0.0802919708029197,0.0,0.0,0.0,0.0,0.0,0.0802919708029197
1093427734,Nurse Practitioner,IN,78.0,49.0,0.5,0.0,0.0,0.2051282051282051,0.2948717948717949,0.0,0.999998000004,0.0
1811624109,Nurse Practitioner,MI,93.0,15.0,0.5483870967741935,0.4516129032258064,0.0,0.0,0.0,0.0,0.0,0.4516129032258064
1023216538,Family Practice,ID,289.0,61.0,0.6089965397923875,0.2249134948096885,0.0,0.1660899653979238,0.0,0.0,0.2727268248974295,0.2249134948096885
1629623624,Family Practice,AL,97.0,19.0,0.5051546391752577,0.3195876288659793,0.1752577319587628,0.0,0.0,0.0,0.0,0.3195876288659793
1306341094,Family Practice,TX,61.0,0.0,0.180327868852459,0.819672131147541,0.0,0.0,0.0,0.0,0.0,0.819672131147541
1316619562,Physician Assistant,KS,38.0,0.0,0.7105263157894737,0.0,0.0,0.2894736842105263,0.0,0.0,0.4074068340200114,0.0
1255658746,Endocrinology,CA,1228.0,276.0,0.1302931596091205,0.3118892508143323,0.0716612377850162,0.0977198697068403,0.3599348534201954,0.0285016286644951,3.5124730417694043,0.3118892508143323
1689724981,Internal Medicine,TX,839.0,184.0,0.3790226460071513,0.2771156138259833,0.0870083432657926,0.1513706793802145,0.1054827175208581,0.0,0.6776711680311007,0.2771156138259833
1649491697,Family Practice,TX,1860.0,571.0,0.4432795698924731,0.0333333333333333,0.1338709677419355,0.2604838709677419,0.0462365591397849,0.0827956989247311,0.6919329448207674,0.0333333333333333
1568815504,Nurse Practitioner,MA,216.0,20.0,0.5416666666666666,0.2824074074074074,0.0,0.1064814814814814,0.0694444444444444,0.0,0.324785725181909,0.2824074074074074
1568425510,Internal Medicine,AR,592.0,86.0,0.3429054054054054,0.2212837837837837,0.0456081081081081,0.1554054054054054,0.1148648648648648,0.1199324324324324,0.7881750413811601,0.2212837837837837
1710483912,Nephrology,MD,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1285830059,Internal Medicine,IN,529.0,128.0,0.4177693761814744,0.3421550094517958,0.0226843100189035,0.1228733459357277,0.0945179584120983,0.0,0.5203607453808403,0.3421550094517958
1144205436,Internal Medicine,OH,75.0,0.0,0.3466666666666667,0.0,0.3066666666666666,0.3466666666666667,0.0,0.0,0.9999971153929365,0.0
1396158382,Internal Medicine,MA,132.0,17.0,0.6287878787878788,0.2272727272727272,0.1439393939393939,0.0,0.0,0.0,0.0,0.2272727272727272
1447255773,Internal Medicine,NV,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000000.0,0.0
1417993726,Physician Assistant,SC,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053406421,Internal Medicine,OH,259.0,50.0,0.6138996138996139,0.0,0.0733590733590733,0.2046332046332046,0.1081081081081081,0.0,0.5094331324328221,0.0
1154632503,Internal Medicine,MN,1315.0,213.0,0.3901140684410646,0.1277566539923954,0.0456273764258555,0.1444866920152091,0.2760456273764258,0.0159695817490494,1.077969946334348,0.1277566539923954
1386731297,Psychiatry & Neurology,IN,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245341726,Interventional Cardiology,MS,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1871764084,Family Practice,CA,261.0,76.0,0.5823754789272031,0.0,0.053639846743295,0.3026819923371647,0.0613026819923371,0.0,0.6249989268110533,0.0
1346829975,Student in an Organized Health Care Education/Training Program,PA,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790756856,Family Practice,KS,590.0,129.0,0.4440677966101695,0.2389830508474576,0.0,0.0559322033898305,0.2101694915254237,0.0508474576271186,0.5992352917983886,0.2389830508474576
1811341522,Family Practice,NY,43.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073889226,Family Practice,MA,309.0,85.0,0.4336569579288026,0.5210355987055016,0.0,0.0,0.0453074433656957,0.0,0.1044773710185996,0.5210355987055016
1760492391,Internal Medicine,CA,165.0,23.0,0.4484848484848485,0.0,0.1151515151515151,0.3696969696969697,0.0666666666666666,0.0,0.9729708035110464,0.0
1912257015,Nurse Practitioner,OR,49.0,0.0,0.7755102040816326,0.0,0.0,0.2244897959183673,0.0,0.0,0.2894733109423095,0.0
1518254010,Family Practice,LA,97.0,24.0,0.3814432989690721,0.5051546391752577,0.0,0.0,0.1134020618556701,0.0,0.2972965178983179,0.5051546391752577
1609147883,Nurse Practitioner,OH,52.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447544614,Family Practice,CA,263.0,82.0,0.5798479087452472,0.0570342205323193,0.0,0.3631178707224334,0.0,0.0,0.6262284282093336,0.0570342205323193
1396304275,Nurse Practitioner,WV,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1427340017,Family Practice,NC,268.0,73.0,0.373134328358209,0.6268656716417911,0.0,0.0,0.0,0.0,0.0,0.6268656716417911
1043233281,Internal Medicine,CA,285.0,54.0,0.5754385964912281,0.2210526315789473,0.0771929824561403,0.0,0.0701754385964912,0.0561403508771929,0.1219510075851392,0.2210526315789473
1942314547,Family Practice,UT,612.0,54.0,0.3284313725490196,0.0506535947712418,0.0898692810457516,0.1013071895424836,0.3970588235294117,0.0326797385620915,1.517408315154782,0.0506535947712418
1871036798,Family Practice,CA,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518259415,Nephrology,CA,36.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1356873681,Family Practice,WI,71.0,11.0,0.8450704225352113,0.0,0.0,0.0,0.1549295774647887,0.0,0.1833331163891456,0.0
1407865959,Cardiology,CA,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376187799,Nurse Practitioner,AK,215.0,35.0,0.5162790697674419,0.2790697674418604,0.0,0.0,0.2046511627906976,0.0,0.3963956286030616,0.2790697674418604
1750793576,Nurse Practitioner,KY,847.0,220.0,0.2668240850059032,0.2668240850059032,0.1133412042502951,0.2018890200708382,0.1357733175914994,0.0153482880755608,1.2654819829060198,0.2668240850059032
1073512877,Family Practice,GA,3104.0,299.0,0.4635953608247423,0.1385309278350515,0.0705541237113402,0.0927835051546391,0.211340206185567,0.0231958762886597,0.656009703784489,0.1385309278350515
1285620443,Family Practice,CA,799.0,138.0,0.3842302878598247,0.2177722152690863,0.0663329161451814,0.097622027534418,0.2065081351689612,0.0275344180225281,0.7915288845876913,0.2177722152690863
1477800175,Nurse Practitioner,IL,136.0,25.0,0.6691176470588235,0.1838235294117647,0.1470588235294117,0.0,0.0,0.0,0.0,0.1838235294117647
1598757114,Family Practice,AZ,947.0,227.0,0.4625131995776135,0.1869060190073917,0.0686378035902851,0.0285110876451953,0.099260823653643,0.1541710665258711,0.2762551104712566,0.1869060190073917
1548657729,Internal Medicine,MI,237.0,50.0,0.2025316455696202,0.569620253164557,0.1097046413502109,0.0,0.1181434599156118,0.0,0.5833304531392209,0.569620253164557
1952470841,Family Practice,WV,620.0,95.0,0.2387096774193548,0.3516129032258064,0.0,0.1838709677419354,0.1854838709677419,0.0403225806451612,1.547290815403341,0.3516129032258064
1740391226,Internal Medicine,UT,985.0,178.0,0.4142131979695431,0.1319796954314721,0.048730964467005,0.1908629441624365,0.1309644670050761,0.083248730964467,0.7769589085673408,0.1319796954314721
1194870063,Family Practice,AK,71.0,0.0,0.4366197183098591,0.380281690140845,0.0,0.0,0.1830985915492957,0.0,0.4193538782540208,0.380281690140845
1699273326,Nurse Practitioner,MO,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1477808210,Nurse Practitioner,MN,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000000.0,0.0
1073665642,Internal Medicine,TN,1181.0,221.0,0.3615580016934801,0.2142252328535139,0.0381033022861981,0.0939881456392887,0.2599491955969517,0.0321761219305673,0.9789200091228788,0.2142252328535139
1558504357,Internal Medicine,AZ,520.0,138.0,0.4711538461538461,0.1326923076923077,0.0,0.15,0.1653846153846153,0.0807692307692307,0.6693863343636985,0.1326923076923077
1275964645,Nurse Practitioner,TN,247.0,48.0,0.4291497975708502,0.4412955465587044,0.0728744939271255,0.0566801619433198,0.0,0.0,0.1320751639380614,0.4412955465587044
1114201068,Nurse Practitioner,TN,18.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134372907,Nurse Practitioner,MI,304.0,60.0,0.4144736842105263,0.3059210526315789,0.0,0.1710526315789473,0.1085526315789473,0.0,0.674601546993093,0.3059210526315789
1780662908,Family Practice,WA,256.0,44.0,0.515625,0.19921875,0.0,0.13671875,0.1484375,0.0,0.5530292304887651,0.19921875
1356597785,Family Practice,FL,667.0,64.0,0.2863568215892054,0.2053973013493253,0.1829085457271364,0.0749625187406296,0.2503748125937031,0.0,1.1361216869467792,0.2053973013493253
1548456122,Nurse Practitioner,MO,642.0,54.0,0.2866043613707165,0.278816199376947,0.1588785046728972,0.1728971962616822,0.0794392523364486,0.0233644859813084,0.8804317106676183,0.278816199376947
1750687422,Nurse Practitioner,TN,262.0,38.0,0.1603053435114503,0.0,0.0877862595419847,0.4580152671755725,0.2442748091603053,0.049618320610687,4.380925052324674,0.0
1104227867,Nurse Practitioner,TX,79.0,13.0,0.7341772151898734,0.2658227848101265,0.0,0.0,0.0,0.0,0.0,0.2658227848101265
1669907754,Family Practice,PA,454.0,71.0,0.36784140969163,0.0903083700440528,0.079295154185022,0.1828193832599119,0.2533039647577093,0.026431718061674,1.1856255193174503,0.0903083700440528
1013259696,Family Practice,NY,169.0,27.0,0.514792899408284,0.0710059171597633,0.0710059171597633,0.2662721893491124,0.0769230769230769,0.0,0.6666653716500253,0.0710059171597633
1073937397,Nurse Practitioner,NC,48.0,12.0,0.7708333333333334,0.0,0.0,0.2291666666666666,0.0,0.0,0.2972969116148173,0.0
1922362433,Internal Medicine,PA,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1831453026,Osteopathic Manipulative Medicine,CA,94.0,15.0,0.5851063829787234,0.2659574468085106,0.0,0.0,0.1489361702127659,0.0,0.2545450195048757,0.2659574468085106
1841295334,Cardiology,TX,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1710226139,Nurse Practitioner,CA,321.0,76.0,0.4236760124610592,0.2180685358255451,0.1557632398753894,0.1651090342679127,0.0373831775700934,0.0,0.4779400483915034,0.2180685358255451
1487866208,Physician Assistant,UT,485.0,90.0,0.4948453608247423,0.2391752577319587,0.0,0.1422680412371134,0.0927835051546391,0.0309278350515463,0.4749990401061064,0.2391752577319587
1588919476,Family Practice,OK,391.0,53.0,0.5294117647058824,0.2122762148337595,0.0,0.1227621483375959,0.0767263427109974,0.0588235294117647,0.3768108824490094,0.2122762148337595
1497176705,Nurse Practitioner,CA,746.0,58.0,0.5281501340482574,0.1876675603217158,0.0924932975871313,0.1260053619302949,0.0656836461126005,0.0,0.3629434752390037,0.1876675603217158
1982947750,Internal Medicine,NJ,23.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992184212,Physician Assistant,OR,30.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
1467723262,Family Practice,NJ,507.0,33.0,0.358974358974359,0.1084812623274161,0.0986193293885601,0.0552268244575936,0.378698224852071,0.0,1.2087878414536506,0.1084812623274161
1306293022,Emergency Medicine,MS,457.0,60.0,0.4037199124726477,0.212253829321663,0.0415754923413566,0.1936542669584245,0.1137855579868709,0.0350109409190372,0.7615157289285197,0.212253829321663
1295122943,Family Practice,AZ,492.0,116.0,0.4329268292682927,0.2357723577235772,0.0691056910569105,0.1260162601626016,0.0873983739837398,0.048780487804878,0.4929566078185397,0.2357723577235772
1083780407,Family Practice,PA,115.0,0.0,0.391304347826087,0.3478260869565217,0.1043478260869565,0.1565217391304348,0.0,0.0,0.3999989777803902,0.3478260869565217
1598204356,Family Practice,OH,61.0,0.0,0.6885245901639344,0.0,0.0,0.3114754098360656,0.0,0.0,0.4523802953524282,0.0
1073531034,Internal Medicine,MI,569.0,113.0,0.2917398945518453,0.3848857644991212,0.0826010544815465,0.0527240773286467,0.18804920913884,0.0,0.825298375935085,0.3848857644991212
1558987149,Family Practice,MI,45.0,0.0,0.2888888888888888,0.4666666666666667,0.2444444444444444,0.0,0.0,0.0,0.0,0.4666666666666667
1609523802,Nurse Practitioner,PA,183.0,28.0,0.4426229508196721,0.3224043715846995,0.0983606557377049,0.0,0.1366120218579235,0.0,0.3086412780079769,0.3224043715846995
1780674549,Internal Medicine,FL,133.0,23.0,0.631578947368421,0.1203007518796992,0.1428571428571428,0.0,0.0,0.1052631578947368,0.0,0.1203007518796992
1417975731,Family Practice,MS,1043.0,148.0,0.3010546500479386,0.3609779482262704,0.0560882070949185,0.1907957813998082,0.0584851390220517,0.0325982742090124,0.8280227273003039,0.3609779482262704
1104099142,Cardiology,IN,812.0,149.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1770589194,Endocrinology,OH,1708.0,463.0,0.2166276346604215,0.2857142857142857,0.0825526932084309,0.072599531615925,0.3319672131147541,0.0105386416861826,1.8675589465116735,0.2857142857142857
1700366887,Family Practice,GA,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386133197,Family Practice,PA,768.0,132.0,0.3489583333333333,0.1549479166666666,0.1549479166666666,0.0690104166666666,0.2447916666666666,0.02734375,0.8992511543847517,0.1549479166666666
1942640438,Family Practice,IL,181.0,12.0,0.3535911602209944,0.2209944751381215,0.143646408839779,0.2044198895027624,0.0773480662983425,0.0,0.7968727463442643,0.2209944751381215
1063557056,Internal Medicine,NY,368.0,98.0,0.532608695652174,0.0407608695652173,0.1277173913043478,0.2989130434782608,0.0,0.0,0.5612234360702832,0.0407608695652173
1356708812,Nurse Practitioner,NJ,210.0,53.0,0.6190476190476191,0.3809523809523809,0.0,0.0,0.0,0.0,0.0,0.3809523809523809
1134282999,Family Practice,AR,621.0,124.0,0.3752012882447665,0.2028985507246377,0.0338164251207729,0.1304347826086956,0.1739130434782608,0.0837359098228663,0.8111566363593513,0.2028985507246377
